2,0.00792,7.60E-04
2.01469,0.00796,7.65E-04
2.0295,0.008,7.70E-04
2.04441,0.00804,7.74E-04
2.05943,0.00808,7.79E-04
2.07456,0.00812,7.84E-04
2.0898,0.00816,7.88E-04
2.10516,0.0082,7.93E-04
2.12063,0.00824,7.98E-04
2.13621,0.00829,8.03E-04
2.1519,0.00833,8.08E-04
2.16771,0.00837,8.13E-04
2.18364,0.00841,8.17E-04
2.19969,0.00845,8.22E-04
2.21585,0.0085,8.27E-04
2.23213,0.00854,8.32E-04
2.24853,0.00858,8.37E-04
2.26505,0.00863,8.42E-04
2.28169,0.00867,8.47E-04
2.29846,0.00872,8.52E-04
2.31534,0.00876,8.58E-04
2.33236,0.00881,8.63E-04
2.34949,0.00885,8.68E-04
2.36675,0.0089,8.73E-04
2.38414,0.00894,8.78E-04
2.40166,0.00899,8.83E-04
2.41931,0.00904,8.89E-04
2.43708,0.00909,8.94E-04
2.45499,0.00913,8.99E-04
2.47303,0.00918,9.05E-04
2.4912,0.00923,9.10E-04
2.5095,0.00928,9.15E-04
2.52794,0.00933,9.21E-04
2.54651,0.00938,9.26E-04
2.56522,0.00943,9.32E-04
2.58407,0.00948,9.37E-04
2.60306,0.00953,9.43E-04
2.62218,0.00958,9.48E-04
2.64145,0.00963,9.54E-04
2.66086,0.00968,9.59E-04
2.68041,0.00974,9.65E-04
2.7001,0.00979,9.71E-04
2.71994,0.00984,9.76E-04
2.73992,0.0099,9.82E-04
2.76006,0.00995,9.88E-04
2.78034,0.01,9.93E-04
2.80076,0.01006,9.99E-04
2.82134,0.01012,0.001
2.84207,0.01017,0.00101
2.86295,0.01023,0.00102
2.88399,0.01028,0.00102
2.90518,0.01034,0.00103
2.92652,0.0104,0.00103
2.94803,0.01046,0.00104
2.96969,0.01052,0.00105
2.99151,0.01057,0.00105
3.01349,0.01063,0.00106
3.03563,0.01069,0.00106
3.05793,0.01075,0.00107
3.0804,0.01082,0.00108
3.10303,0.01088,0.00108
3.12583,0.01094,0.00109
3.1488,0.011,0.00109
3.17193,0.01106,0.0011
3.19524,0.01113,0.00111
3.21872,0.01119,0.00111
3.24236,0.01126,0.00112
3.26619,0.01132,0.00113
3.29019,0.01139,0.00113
3.31436,0.01145,0.00114
3.33871,0.01152,0.00114
3.36324,0.01159,0.00115
3.38795,0.01165,0.00116
3.41285,0.01172,0.00116
3.43792,0.01179,0.00117
3.46318,0.01186,0.00118
3.48863,0.01193,0.00118
3.51426,0.012,0.00119
3.54008,0.01207,0.0012
3.56609,0.01214,0.0012
3.59229,0.01221,0.00121
3.61869,0.01229,0.00122
3.64527,0.01236,0.00122
3.67206,0.01243,0.00123
3.69904,0.01251,0.00123
3.72622,0.01258,0.00124
3.75359,0.01266,0.00125
3.78117,0.01273,0.00125
3.80895,0.01281,0.00126
3.83694,0.01289,0.00127
3.86513,0.01297,0.00127
3.89353,0.01304,0.00128
3.92214,0.01312,0.00129
3.95096,0.0132,0.00129
3.97998,0.01328,0.0013
4.00923,0.01337,0.00131
4.03868,0.01345,0.00132
4.06836,0.01353,0.00132
4.09825,0.01361,0.00133
4.12836,0.0137,0.00134
4.15869,0.01378,0.00134
4.18925,0.01387,0.00135
4.22003,0.01395,0.00136
4.25104,0.01404,0.00136
4.28227,0.01413,0.00137
4.31373,0.01422,0.00138
4.34543,0.01431,0.00138
4.37736,0.01439,0.00139
